,Artist,Lyrics,Song,genre
31,Yo Gotti Featuring Nicki Minaj,I seen girl post BM So I hit DM All eyes yeah I see em Yeah thats man Id hate whoop It goes DM it go downnIt go DM it go down go downnIt goes DM it go downnIt go DM it go down go down I tell her Snapchat pussy moodnOr Facetime pussy its cool whoo Boy DM poppin DM poppinnMy DM caught body I got celebs DMnThey breakin news see themnBut nah talkin we talkinnWe see sucker shit often fuck nigga I seen girl post BM So I hit DM All eyes yeah I see em Yeah thats man Id hate whoop It goes DM it go downnIt go DM it go down go downnIt goes DM it go downnIt go DM it go down go down Dont hate get screenshotted pettynBitch DM everybody rules I love Gram I love Gram I love GramnIm addicted it I know I I know I am And I followed Angela SimmonsnBoy I got crush Angela SimmonsnThey like Damn Gotti boldnFuck it Ima let world know goals I seen girl post BM So I hit DM All eyes yeah I see em Yeah thats man Id hate whoop It goes DM it go downnIt go DM it go down go downnIt goes DM it go downnIt go DM it go down go down Snapchat pussy moodnSnapchat pussy its coolnSnapchat pussy moodnSnapchat pussy its cool I seen girl post BM So I hit DM All eyes yeah I see em Yeah man I hate whoop It goes DM it go downnIt go DM it go down go downnIt goes DM it go downnIt go DM it go down go down,Down In The DM,rap
32,Fetty Wap,I want mine again baby ayynI know lifestyle driving crazy ayynI cannot see without younWe call fans though girl know donI go way please younI go way see younAnd I want mine baby ayynI know lifestyle driving crazy ayynBut I cannot see without younWe call fans though girl know donI go way please younI go way see younI aint playing games I need you Baby understand Im young nigga livingnComing trap nigga know get itnI aint chasing pussy girl Im talkin bout digitsnBig bank rolls pockets 50s Turned little check then I showed I could triple itnBaby Zoovier want you I give fuck cares tats facenShe dont give fuck stares looking goodnGet fucked sight Im tryna finish I started withnIm tryna spend I got with ayynShe trap queen let hit bando ayynWe counting up watch far bands go ayy Hop beamer jump Lambo ayynRoll bands up smooth wind go ayynDumping wood guts window ayynMarried money I aint never let go ayynBaby Zoowap bando ayynDumping wood guts window ayynMarried money I aint never let go ayynBaby ZooWap fucking bando I want mine again baby ayy yeah babynI know ayy lifestyle ayy driving crazy yeah babynI cannot see without ayynWe call fans though girl know baby donI go way please babynI go way see babynAnd I want mine baby yeah babynI know lifestyle driving crazy yeah babynBut I cannot see without younWe call fans though girl know donI go way please younI go way see yanI aint playing games I need you I hope know I need you ayy yeah babynI get knees too ayy yeah babynDo anything please you ayy yeah babynTop breeze through ayy yeah babynKnow call Zoovier ZooviernWe living like movie ZooviernAnd bands going up girlnYou know ran itnI need baby baby I aint afraid admit itnGirl I need baby ayy I need baby girl tell itnYeaah baby bands Ima spend itnBig ZooWap finish babynWhen I come through baby screaming outnZoovier baby scream loud I want mine again baby I want minenI know lifestyle driving crazy babynI cannot see without aynWe call fans though girl know we donI go way please younI go way see yeah babynAnd I want mine baby I want minenI know lifestyle driving crazynBut I cannot see without younWe call fans though girl know donI go way please ayynI go way see younI aint playing games I need you And I want mine babynI know lifestyle driving crazynBut I cannot see without younWe call fans though girl know donI go way please younI go way see younI aint playing games I need you,Again,rap
33,Future Featuring Drake,I dont wanna hear that I dont wanna hear none thatnTalkin cameras like What need shitnFuck shit I dont remember none shit Where ass at dog niggas wouldnt feed menWhere ass at dog bitches didnt need menWhere ass at dog niggas tried run offnWhere ass at dog You made pull gun out Where ass at dog went switched sidesnWhere ass at dog niggas spread lies himnWhere ass at dog bodies came sliding Where ass at dog I serving pies Where ass at dog niggas wouldnt feed menWhere ass at dog bitches didnt need menWhere ass at dog niggas tried run offnWhere ass at dog You made pull gun out Where ass at dog I Pyrex Where ass at dog I drinking HiTech Where ass at We keep fully loaded contracts Had rain dance dick ass jumping Running pussy like nigga going jogging Fuck little Louis put bitch pocket Put pic gram popping Where ass I trapping storenHad struggle get Im sell dope Jackie Chan moves got game choke Gas rolling blunt Amoco 12 tryin come spot open dopenBurglar bar doors got young nigga confidentnJuugin stove still bangin honestnBlowing O yo call ho onion 2 Drake Man ass took city over Where ass theyd ask whats hold up Where ass niggas first got news Now ass around were paying back duesnWhere you When dogs needed help Lawyers commissary aint gon pay itself Where ass recorded bathroom Where ass I take attendance like classroomnMan I aint got choicenCause nowadays I swear shit done changed boy Im selfmade selfish women selfemployed Ill buy neighbors house complain noise Man ass at dog niggas wouldnt feed menWhere ass at dog bitches didnt need menWhere ass at last winter coldest Fuck at I 6 shoulders Where ass dog niggas wouldnt feed menWhere ass dog bitches didnt need menWhere ass dog niggas tried run offnWhere ass dog You made pull gun out 60 walk through bitch dont panic Had bitches fall fucking like savage Heard tryna swim ocean jacket Heard nigga came squeezing ratchetnHeard nigga came squeezing ratchet Serve lot dog food call muttnWhere ass dog I comeup Where ass at dog niggas wouldnt feed menWhere ass at dog bitches didnt need menWhere ass at dog niggas tried run offnWhere ass at dog You made pull gun out Where ass at I trapping storenHad struggle get Im sell dope Juugin stove still bangin honest Blowing O yo call ho onion,Where Ya At,rap
34,Young Thug,Ricky Racks I see younThuggernYSL life bitchnYeah fuck you momma everything elsenFree GOAT Thats best friend thats best friend flexinnBig ol booty bitch missus Texas whats next isnIm gon skeet off lil nigga come catch me catch menAnd thats bestie bestie best friend go best friendnNigga livin TTG everything still fleeknBad bitch rollin wit me gon smile cause fleeknHundred thousand dollars inside pants shit fleeknHeyyeah Yeah Take boys school swagonometry Bitch Im bleedin bad like bumble beenHold up Hold it hold it nigga proceed Ima eat booty like groceriesnEat coochie lay bitch like lets it No Tiger bitch eat wood eat woodnSupplier bitch I got pistols wood I want tacos Meagan Good Helicopter choppin buzznStuff racks inside nudge Bang side nigga curbnAnd reefer louder speaker Yeah niece hangin The BeatlesnIf ever find her better keep her 37 cameras sneakers Goin like Ox Beanie Sigel Send cop I cant wait mistreat emnForcin ho I cant wait mislead emnAnd beat em aint people Thats best friend thats best friend flexinnBig ol booty bitch missus Texas whats next isnIm gon skeet off lil nigga come catch me catch menAnd thats bestie bestie best friend go best friendnNigga livin TTG everything still fleeknBad bitch rollin wit me gon smile cause fleeknHundred thousand dollars inside pants shit fleeknHeyyeah Yeah Let tell I spent couple hundreds todaynI done cut back lean Im Hen Dussé Dont talkin see him better shoot facenI got hundred bitches cant wait replace Michael Jackson nigga Thugger Jackson moon walkin The SLIME army tool shoppinnMe horny goat Im boolin bull stopnNo I cant get arrested cause Im talkin bout necklace Ima put bitch buck Im dog lets get stuck My lil sister Dora eat Lucky Charms give luck Waddup cuz Here yo cup call Bloods bring bupnYour crew suck got bucks aint drugs nigga Thats best friend thats best friend flexinnBig ol booty bitch missus Texas whats next isnIm gon skeet off lil nigga come catch me catch menAnd thats bestie bestie best friend go best friendnNigga livin TTG everything still fleeknBad bitch rollin wit me gon smile cause fleeknHundred thousand dollars inside pants shit fleeknHeyyeah Produced Ricky Racks Young Shad,Best Friend,rap
35,DLOW,But betcha cant like m Betcha cant whip like me Cant Milly Rock like me Cant sexy walk like me Cant hit quan like me Betcha cant drop like menCant hit folks like menCant nae nae like me Now twerk twerknNow twerk twerknNow twerk twerknNow twerk twerk Eh,Do It Like Me,rap
36,DeJ Loaf Featuring Big Sean,Oh yah yah bitch back menYou know me Im clean Im holy bitch Im godly I go real niggas brag bout bought menCause know I got bag gotta fuck commas If I fuck make cum got promise stress menDont blowin phone leavin voice messages Sayin I right better exesnI told nigga stop it talkin necklacenSee difference me I never needed niggas evernIll leave em I met em I aint trippin extrasnGoons cut try talk necklacenIf ever disrespect me pussy dont disrespectful I said woo I said I know I know I knownHe heard me waitin doornI said woo yeah mink floor Used bust shit skatin 6 9 come 4nWe got glow sticks ho chicks bitch act like know this Im antisocial social network aint motion I move like that I show emotions niggas bitches disgustinnBananas Trojans pop pussy legend I said woo I said I know I know I knownI said bitch back menI said woo I said bitch back menI said woo get nigganI said woah woah yah yah bitch back menI said woah woah yah yah bitch back menI said woah woah yah yah bitch back menI said woah woah yah yah bitch back menBig Sean joins innBack me back me I said bitch back menBack me back me I said bitch back menAhh Sean DonnBack me back me I said bitch back menDetroit shitnI said back me I said bitch back me Back me want backs coffinsnIts cold D still wanna take jacket me Back I afford get mixed mastered homienMy mama fronted money backup homienBitch back me Bank account look like ballot homie yeah checked upnMy niggas packin get trippin unpackin homie Yeah I overdo it yeah thats salad homienYeah Im overdressed aint salad me Me DeJ together holy matrimony Yohhh hard smile shitnWhen aint free Juan I got real ones trial shit Fuck peers unless talkin bout Belle Isle shit The check seven figures I might try dial shitnAnd I fuck make cum blowin phone Lately Ive messin girls tend shit own I turn dusk dawn turn chair throne Fuck whip make take Uber homenCold chromosome I grew without hammock I everything except panic feel me Finally Famous familynAnd expandin top floor like tannin She throwin tantrumsnShe gon hold dick like Grammy I give bomb D damage like I said woo I said I know I know I knownDetroit shit nigganI said bitch back menI said woo I said bitch back menWhat dognI said woo get nigganI said woah yah yah bitch back menI said woah woah yah yah bitch back menI said woah woah yah yah bitch back menI said woah woah yah yah bitch back menBack me back me I said bitch back menBack me back me I said bitch back menBack me back me I said bitch back menI said back me I said bitch back me Yeah thats right nigganI said woah yah yahnFor citynWoah yah yah bitch back menYou got Queen DeJ Sean Don straight upnHa Its time boss everything Im gettin everything,Back Up,rap
37,iLoveMemphis,Produced Buck Nasty I finna I finna finna show to Hit Quan hit Quan hit Quan hit QuannI said get low swing armnI said get low hit QuannIm finna show tonHit Quan hit Quan hit Quan hit QuannI said get low swing armnI said get low hit Quan I paper chase vanishnHit Quan make boyfriend panicnI heart Memphis I also love dancingnI done took em I plan landing I call shots like NikenNo FaceTime people want Skype menIf I time would really write menI stay yall mind oh I think like me Clean pair sneaks designer beltnPlease watch step cause Im feeling myself Throw flag play man somebody get refnGo blah la la la low man somebody get help Pulled block Hit Quan hit Quan hit Quan hit QuannI said get low swing armnI said get low hit QuannIm finna show tonHit Quan hit Quan hit Quan hit QuannI said get low swing armnI said get low hit Quan Pull block dance like crazynThis chick hella hot I know chick crazynIf I think makes crazynWe thots crazy Flexing always agendanYour whole team rats CEO Master Splinter Bout hit Quan turn girl member Now whole team flexing I think got winnernPeople want dap cant get none menI went jail snap up least I bum moneynPeople wanna walk around tryna steal lingonJust make sure talk say hes thing though Hit Quan hit Quan hit Quan hit QuannI said get low swing armnI said get low hit QuannIm finna show tonHit Quan hit Quan hit Quan hit QuannI said get low swing armnI said get low hit Quan,Hit The Quan,rap
38,Drake & Future,Yeah I know signed deal butnI need advance next one toonThey know Ima aroundnYeah I need it Cause I got really big teamnAnd need really big ringsnThey need really nice thingsnBetter comin stringsnBetter comin stringsnWe need really nice thingsnWe need really big ringsnI got really big teamnI got really big teamnThey need really big ringsnThey need really nice thingsnBetter comin stringsnBetter comin stringsnWe need really nice thingsnWe need really big ringsnI got really big team Man time alive You vs minenAre talkin teams Are talkin teamsnOh switchin sides Wanna come me Look smile me look owl menI chase girls run mile me Say gon ride me Ill buy tires you This game differentnYou get one shot niggas gon foul you Man fuck em all man want allnDont get involved gon knock ya offnAnd top off Im dogsnIts new season still breathin And I got really big teamnAnd need really big ringsnThey need really nice thingsnBetter comin stringsnBetter comin stringsnWe need really nice thingsnWe need really big ringsnI got really big teamnI got really big teamnThey need really big ringsnThey need really nice thingsnBetter comin stringsnBetter comin stringsnWe need really nice thingsnWe need really big ringsnI got really big team Man time alivenIm drinkin lean thought I died I run kidnappers Im talkin bout kidnappersnIm talkin bout murderin niggas Im talkin bout carjackers You battle rapper Im official trappernNiggas droppin subliminals nigganThat jibber jabber We take Mellow Yellow fill red foreverever These niggas jelly jealousnMan niggas get scared tellitellinnI fuck check everythingnI bought ice feds came I bought bitch new Celine I got rings I got racks like Serena All rings Aquafina bitch Aquafina Pluto Jupiter I go Venus Im fresh store Im cleanersnWho keepin score cause niggas losin Cause I got really big teamnAnd need really big ringsnThey need really nice thingsnBetter comin stringsnBetter comin stringsnWe need really nice thingsnWe need really big ringsnI got really big teamnI got really big teamnThey need really big ringsnThey need really nice thingsnBetter comin stringsnBetter comin stringsnWe need really nice thingsnWe need really big ringsnI got really big team Man time,Big Rings,rap
39,Kevin Gates,Hello What deal Bet I got two phones one plug one load I got two phones one bitches one dough Think I need two more line bumpin Im ring ring ringinnCountin money ring ring ringinnTrap jumpin Im ring ring ringin I got two phones one plug one load I got two phones one bitches one dough Think I need two more line bumpin Im ring ring ringinnCountin money ring ring ringinnTrap jumpin Im ring ring ringin Button start foreign oh God Im gorgeousnI put key inside pocketnPark it might get see it new Ferrari Man mirror choose bother Someone said callin I feel like talkinnEverything I get returned way I bought it Phone interrupting Im recordinnPhone making women feel unimportant Call dog say way retardednKeep oil cause I using ForemannKitchen I finished new performance Hater wish wellnI got clientelenI got scale I got two phones one plug one load I got two phones one bitches one dough Think I need two more line bumpin Im ring ring ringinnCountin money ring ring ringinnTrap jumpin Im ring ring ringin I got two phones one plug one load I got two phones one bitches one dough Think I need two more line bumpin Im ring ring ringinnCountin money ring ring ringinnTrap jumpin Im ring ring ringin There go again one lil friendsnThey give damn nigga beennAll wanna know I got givenHow much I spend What I got lendnWhat I I them Bricks comin somewhere rim Section doin numbers nowhere gym Jumpin Honda I got in Askin I cop none concern Everything sale goin biz Partners jail gotta feed kids I got two phones one plug one load I got two phones one bitches one dough Think I need two more line bumpin Im ring ring ringinnCountin money ring ring ringinnTrap jumpin Im ring ring ringin I got two phones one plug one load I got two phones one bitches one dough Think I need two more line bumpin Im ring ring ringinnCountin money ring ring ringinnTrap jumpin Im ring ring ringin Getting calling cards Barbie dollnWhen round know Im bodyguard Money callin me baby girl Im sorrynYou high yella important Smell like tartar Imma put water Engagin Im gazin hipsnAnd aint nobody makin attemptsnAmazing clip hanging slanging dicknMaybe make takin tripsnMaybe I thinkin impatientnPhone ringing hold up is I got two phones one plug one load I got two phones one bitches one dough Think I need two more line bumpin Im ring ring ringinnCountin money ring ring ringinnTrap jumpin Im ring ring ringin I got two phones one plug one load I got two phones one bitches one dough Think I need two more line bumpin Im ring ring ringinnCountin money ring ring ringinnTrap jumpin Im ring ring ringin,2 Phones,rap
40,Missy Elliott Featuring Pharrell Williams,Produced Pharrell Intro Shorty what The dance dumbnHow fromnStickin tonguenGirl know youngnA bunch girls shit look funnThats fromnYou know start till onenThats from Im faded exaggeration Backs breakin like percolationnBoys yard hip spankin Where make drop like matrix Cant take it chicks fakinnYall still sleep better stay awakenednHot new dance hood make it Make donk move fast make think drinkinnHead floor collect thoughnYou better huddle cause beats cold Pop that pop that cock reloadnThis another hit I got ace hole Boys back playa peep thatnYou got small stack playa keep that Im Big Mac make wanna eat that Like mmmmm yak yaknJunk trunk make pumps bumpnGirls wanna fun make stickin tongue The dance dumbnHow fromnStickin tongue girlnBut know youngnA bunch girls shit look funnThats fromnYou know start till onenThats from I come bitch like liquidnDrip drip businessnClick click get picture Hermés Trismegistus Witness get liftednBasic nigga I born basementnShape shift nigga I think like spaceship False ohnahnahnahnI different yall far apartnThe way I balance bars I never fall I I callnThe almighty yellow star God Lyrically Im Optimus PrimenThe car I drive look far I ride When I go by smoke eyesnSo open eyes jokes guysnAnd aint gotta mason see throughnSome shit occasion The dance dumbnHow fromnStickin tongue girlnBut know youngnA bunch girls shit look funnThats fromnYou know start till onenThats from Im like kakarakarakrakarakaraknMake new track make em fall crack Give em slap appetizer smacknIm fat back make boys collapse Yeah I rap jacknBoys wanna jump pussy cat Got new idea let switch itnMan Im futuristic Big lips big big big hipsnBody thick like biscuit Different rippin shit microphone grippin itnGettin Benjamins new car whippin it Uh Im far ahead yall man Im top starsnI care none are blahblahblahblahnYou best go rewrite bars Shawty whatnHow from TriflinnHow fromnThats fromnThats fromnShawty whatnHow from HeynHow fromnThats fromnThats from,WTF (Where They From),rap
41,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,LD AKA The Independent VariablenTrap God servin hallway Fetty Wap Ayy gold at baby Fuck I need gold mannAyy clothes at baby Fuck I need clothes mannAyy dough at babynIn bank know I aint tryna blow dat babynAyy gon save money Im thriftynAyy gon save money Im stingynAyy gon save moneynWhat doin We gon save dat money The rap game got wrongnWe aint bout go spend money flex emnWe aint really got like yall Yeah baby Im type motherfucker check checknDo math I aint never gettin robbed NonThose margaritas goin card NonI aint bout split damn thing convenience sake Im restaurant workin waitressnHold upnYou aint heard Lil Dave Yung L Jew biz majornFuck know world raised innIve savin money since motherfucker thirteen I wear pair jeans everyday Its truenFree sandwiches homie two stamps away Its truenBook flight December I leave May I donDrugs generic still work same I get logins Netflix cousin GregnThanks Greg Fetty Wap Ayy gold at babynAyy clothes at babynAyy dough at babynIn bank know I aint tryna blow that babynAyy gon save money Im JewishnAyy gon save money Im frugalnAyy gon save money Im imprudentnWhat do We gon save money 2 Rich Homie Quan All luggage Louie V I swear God nigga All bitches scared me I put rod emnAll bitches actin thoughtless I disregard themnAll bitches actin holy aint got God em I teach lil nigga somethin like preachernI take ass church fresh hell Easter I make ass burp like baby without hiccupnI could Interlude Lil DickynQuan whats saving money thoughnYou know full verse would expensive anywaysnI think I aint parkin unless meter green homie Please Hair cut several months inbetween homie Always Hit mafuckin lights I leave homie YOLO Single ply TP ass bleed Airbnb motherfuckin lease Im never there Im Cali fuck company Delaware At happy hour takin chicken I even carenAnd applies dating wingsnPeep matinees phone bill got motherfuckin fam All fam 401k rollin bands Ayy Coppin sweaters summer sale em Im hotnThe fuck rappers bragging bout You overpaying it Fetty Wap Ayy gold at babynAyy clothes at babynAyy dough at babynIn bank know I aint tryna blow that babynAyy gon save money Im judiciousnAyy gon save money Im cost efficientnAyy gon save money I differentnWhat do We gon save money I aint never hit bar cover Never Low thread count hard covers Woo Free trial memberships dognI never join shits dognFuck think dog Frequent flying like motherfuckin finch though General Tso half dozen sticknJust I whet appetite bitnWhatchu talkin bout My AC never nothing blow fans though Walgreens card shoppin brands though Boy go hard collecting got Venmo Save every motherfuckin roach tryna smoke Check clothes drawers I aint playin aroundnIts LD lil boy Mr Handmedown My dirty drawers gettin worn blame nownYou think I got 450 quarters me well I fuckin dont Fetty Wap Ayy gold at babynAyy clothes at babynAyy dough at babynIn bank know I aint tryna blow that babynAyy gon save money 1738 Ayy gon save money Im kikenAyy gon save money I eat figsnWhat do We gon save money Bridge Fetty Wap Every time niggas tryna playnAnd lately Ive stackin crazynStackin cause bands babyn800k underneath bed baby Outro Lil Dicky If restaurant got iced coffeenAnd waiter refillin without word cautionnAnd get fuckin bill see double charged yanFor coffee told em theres problemnSing along likenOhh double charge thatnDont double charge me likenOhh double charge that Dont yourselfncause I might ask ice cubes worthnWhat ice cubes worthnThats differentiator making nonfree perknAnd I might make work difficult need benSo think it take minute let breathe B But think it bruh saw get burger bacon sidenAfter looking price side baconnAnd comparing difference cheeseburgernVs bacon cheeseburger making decision I would hate waiter tryna tell something differentnIma get Yelp minute reviewnThis piece shit place like kike know hownUnless take extra coffee I might get loud unless you Oh accidentnYou even mean sniffnYou even was thats Im embarrassed,$ave Dat Money,rap
42,Kevin Gates,They ask Im real I say Is serious My daughter gon love bitch here All diamonds shine cause really diamonds Bad bitches line really trying They ask Im high I say Really really Got money mind I say Really really I look like I ballin cause Im really ballin I apologize Im really sorry They ask Im lyin I say Really really Im really mind I say Really reallynReally really Make em believe I made em believe A lyrical song writer sing Bringing money like raking leaves I trying get paper sneezenAchoo blessing She special you I look specialnActually I treat regular Not seen making spectacle Scared feds switch cellular Grey Monte Carlo Pockets indigent cant careful Steve like em tall yellownBroke college fresh low mileage I like em black pretty white teethnBody unique booty fleek Jhené Aiko chewing cheeksnGroceries please know me All diamonds shine cause really diamonds They ask Im high I say Really really When yo bitch I mess hernNo detective work I questioningnWhere been trying read messages I speak man thats irregular What need undressin hernWhat need caressin her Pulling hair back go pressin hernTrying see tap first made bet her Relationship flaking eczemanShe catching feelings say inseparable Oyster Perpetual replica Mustang GT streets smoking vegetables Trunk front make elephant I really really put syrup beverages Shopping Beverly check etiquettenLoving swag women tailor keep checking it Carats glisten necklaces All diamonds shine cause really diamonds They ask Im high I say Really really,Really Really,rap
43,2 Chainz,All niggas ballinnAll niggas athletic All niggas A1nAll got street cred All niggas ballinnAll niggas athletic Pulled PhantomnPulled dancer Got pocket full moneynKinda hard keep pants up Lil Quay fucked Xans upnKinda hard understand us Duffle bags EscaladenCall bitch bread trucknGot bitch going retardednCall Uber spare truck All niggas never scared usnAll niggas never ran up Bitch tryna put head me Niggas tryna put feds me Niggas tryna take meds me Everything players onlynNiggas sunny like Arizona Gunshots sayin something Spraying shit like aerosol You foul thats fair ball Nigga cant reach goalsnKeep shootin damn air ball My partners still smoke parole They say Im crazynI used talk stove Go dealership fishtail lot Shawty said want 5 millionnCause I told leave call thotnShit like not damn Still got ACT stock man You wavin thing skynWe wavin thing bodynWe wavin thing eye Told lil bitch Ill passnNigga watch assist I run trap like marathon You know like feelin gone I know like ceilin gone I sit FarrakhannTurn White House Terror Dome I used serve Chevron I used serve necklace on bitch Directed Motion Family,Watch Out,rap
44,Fetty Wap,My niggas stack money spend itnCause die cannot take younIf aint beefin bout money whats problemnDont worry niggas cause I got em uhnMy niggas stack money spend it uhnCause die cannot take younAnd aint beefin bout money whats problem UhnDont worry niggas ZooWap got em uh On everything 17 Im wildin ayynTreat whole squad island ayynZiploc gang bring lighter ayynIts gon house party island ayy Shit boom like M80s island Its lot trillionaires throwin dollarsnCausin pure hell wildin islandnI swell pockets swellnCome try Hunned Gang man theyll shoot yanI squad I gangnI squad I gangnIts Zoovie trap aint damn thing change My niggas stack money spend itnCause die cannot take younIf aint beefin bout money whats problemnDont worry niggas cause I got em uhnMy niggas stack money spend it uhnCause die cannot take younAnd aint beefin bout money whats problem UhnDont worry niggas ZooWap got em uh,RGF Island,rap
45,Lil Durk & DeJ Loaf,Ooh I like way movenShawty baby everything truthnTogether cool cant losenKeep em feet baby I know confusednShawty Beyoncé Durk DeJ Durk DeJ Durk DeJnShawty BeyoncénDurk DeJ Durk DeJ Durk DeJnMy Beyoncé Trippin drank I know worth itnIndependent baby I know workin Adrianas serving drinks 20 bottles urgentnI know better nobodys perfect We flirted minute DeJ thats babynI aint trippin Im like Henny yeah Im kidneys She like play songs way Im hittin itnTurn around like Damn Durk I like way hittin it Dont believe rumors girlnYou know Ill you girlnI wanna hear shit niggasnThat tried you girlnFuck past right nownShawty got right nownAnd hot right nownYou get right now baby Ooh I like way movenShawty baby everything truthnTogether cool cant losenKeep em feet baby I know confusednShawty Beyoncé Durk DeJ Durk DeJ Durk DeJnShawty BeyoncénDurk DeJ Durk DeJ Durk DeJnMy Beyoncé 2 DeJ Loaf I let get want it knock push itnI plottin while I got I want him They understand none plannedn99 problems bitch better none Na na na na yeah yeahnThis aint want I told thatnLeave girl thatnGet DeJ aint ever goin backnHe shy I seen him smile Heard rumors aint style I hatin townnHotel I FaceTime you towel They aint get aint problemnWhat fuck itnDurk DeJnIm thinkin bout changin last name Ooh I like way movenShawty baby everything truthnTogether cool cant losenKeep em feet baby I know confusednShawty Beyoncé Durk DeJ Durk DeJ Durk DeJnShawty BeyoncénDurk DeJ Durk DeJ Durk DeJnMy Beyoncé You InWhite dress flowers suit tienMe like Bonnie ClydenNo beat case were die Who I say aint naturalnYour haters haters aint switchin up baby I got younIm like tattoonThe way wear dress gon attack you The way look me baby I got younI hit front I like back toonShe say Lay I ride younI know feindingnShe scratchin back I like screaminnI fuck leave her feinding Shawty Beyoncé Ooh I like way movenShawty baby everything truthnTogether cool cant losenKeep em feet baby I know confusednShawty Beyoncé Durk DeJ Durk DeJ Durk DeJnShawty BeyoncénDurk DeJ Durk DeJ Durk DeJnMy Beyoncé Durk DeJ Durk DeJ Durk DeJnUuuuuuu Uuuuuuu,My Beyonce,rap
46,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",Thanking God weed women sunshine Dumb hot Out Sunset Blowing kushnFrom one timenYou get contact Catch ya ass red lightnWanna run em sideways HellcatnOn run flat Hear waves crashing playing spades living room CrackingnSound like Doggystyle interlude Kurupt Gotti nigga gas at From Bankhead Hollywood addressnSame nigga thonOne one get ass kicked And I smoking best loud California Palm trees air top pushed backnBlowing smoke roof cookies exactnIm always Cali cause atnBitches bud good weather know bout that Breaking backwoods rolling gasoline up Like sip limearitas sisco I hopped ass 101 headed north,California,rap
47,iLoveMemphis,I said Ill show InLean dab lean dabnLean dab lean dabnLean dab lean dabnLean dab lean dab I said Ill show InLean dab lean dabnLean dab lean dabnLean dab lean dabnLean dab lean dab Wake morning I dab Had pull block cause today I get whip And know top drop cars name naenae Had hit Quan cause today good day I said Ill show InLean dab lean dabnLean dab lean dabnLean dab lean dabnLean dab lean dab I said Ill show InLean dab lean dabnLean dab lean dabnLean dab lean dabnLean dab lean dab Nice shoes car clean cause its sunny outsidenThat mean I pull top down Always used dodge cops riding around plate tagsnBut never catch me driving like taxi Its iHeart Memphis I also love dabbingnI done took em I feel like pilotnI done took em I dont care bout mileage Lean dab lean dabnLean dab lean dabnLean dab lean dabnLean dab lean dab I said Ill show InLean dab lean dabnLean dab lean dabnLean dab lean dabnLean dab lean dab You google me google menYou google me google me,Lean & Dabb,rap
48,J. Cole,Produced Vinylz 1 Since youngin always dreamed gettin richnLook nigganFantasize white picket fencenWith trees nigga Used want Pathfinder tintsnThats I need nigganThrow 20s bitch get rinsednBut I see nigganThat worlds lot bigger ever since Picked papernAnd say nigga Eddie caught body Im convincednAnybody killer gotta push em limits Fuck timid CivicnPoliticin pushers pimpsnIm tryna write story I get glimpsenYeah I get glimpse Hook 1 Last night I bad dreamnThat I trapped citynThen I asked really bad thing They robbin niggas dailynCan blame nigga aint never thingsnGuess not Whats value thingnLast night pulled nigga light likenUgh nice watch run itnHands air now hands air run itnHands air now hands air run itnHands air now hands airnHands air now hands air Small town nigga Hollywood dreamsnI know everything glitters aint goldnI know shit aint always good seemsnBut tell till get could knownHow could know How could know 2 Listen Im go get richnFuck nigganWe gon circle round Ville hit lick Cop tree nigganAnd powder bag make flipnYou gon see nigganOne day gon graduate cop bricknAnd thats key nigganListen Im bout go get richnStand back watch want nigganMe I want pockets fat badder bitchnTired seein niggas flaunt I wanna flaunt nigga Watch rollers fuckin Crown VicnTryna lock nigga up thats nigga Wanna know funny thing shitnEven let em kill dreamnItll haunt nigga haunt you Hook 2nLast night I bad dreamnThat I trapped citynThen I asked really bad thingnI look around likenDo wanna another nigga aint never thingsnGuess not Whats value thingnLast night pulled nigga light likenYou know fuck nigga run shitnUh nice watch run itnHands air now hands air run itnHands air now hands air run itnHands air now hands airnHands air now hands air Father forgive childish waysnI look outside clouds graynI need hands take miles awaynYour wish command command commandnBut go Ive got warn nownWhatever goes surely must come downnAnd get piece know peace foundnSo take man take man take mannYour wish command command command,A Tale Of 2 Citiez,rap
